"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN10071_c0_g1_i1",1.17528332592808,-0.332360215340605,1.69227060980141,-0.196398976272245,0.844297897473692,0.998755079265108
"TRINITY_DN100758_c0_g1_i2",2.42656287404309,-1.08786081514247,1.21303079412218,-0.896812199998362,0.36981913684218,0.998755079265108
"TRINITY_DN10076_c0_g1_i1",8.0607695161703,-0.713995030079482,0.685700064375311,-1.0412643474519,0.297752878594858,0.998755079265108
"TRINITY_DN1007_c0_g1_i10",2.8931166855937,0.18571617237288,1.10191689854355,0.168539181691786,0.866159121975808,0.998755079265108
"TRINITY_DN10080_c0_g1_i3",15.2843105303683,-0.283920755242489,0.539075293284264,-0.526681075500102,0.598415079610699,0.998755079265108
"TRINITY_DN10081_c0_g1_i1",2.30582764555438,-1.36941833997587,1.22476733217798,-1.11810488735085,0.263522199333301,0.998755079265108
"TRINITY_DN10084_c0_g1_i1",1.06376848592597,0.70117728682876,2.05789564986436,0.340725384630156,0.733310326793867,0.998755079265108
"TRINITY_DN10093_c0_g1_i3",1.86222873106828,0.649728446722135,1.51632453856091,0.428489040570939,0.668295110891518,0.998755079265108
"TRINITY_DN10094_c0_g1_i10",1.15797555977222,1.01538544467173,2.00973242621996,0.505234145314326,0.613394390521656,0.998755079265108
"TRINITY_DN10096_c0_g1_i1",14.4568083796518,0.277893415858884,0.516825215874532,0.537693222627796,0.590788858977911,0.998755079265108
"TRINITY_DN100984_c0_g1_i4",1.05794513297039,-0.313201642262482,1.91128228290842,-0.163869902977324,0.869833560718657,0.998755079265108
"TRINITY_DN101012_c0_g1_i1",8.51534069773579,0.210972363355266,0.669248192503916,0.31523785303915,0.752581067041967,0.998755079265108
"TRINITY_DN10106_c0_g1_i1",25.7669001579999,0.271636396034288,0.428292297990215,0.634231335256216,0.525929860544791,0.998755079265108
"TRINITY_DN101071_c0_g1_i1",1.11621351469706,-1.39090969208765,1.71781522713748,-0.809696916242515,0.418114390814544,0.998755079265108
"TRINITY_DN10117_c0_g1_i2",1.95726710891485,-0.327550399311059,1.35536959086385,-0.241668694294884,0.8090368889417,0.998755079265108
"TRINITY_DN101243_c1_g1_i2",12.3750304316934,-0.324568239442121,0.569586816340994,-0.569831025105421,0.568792310601652,0.998755079265108
"TRINITY_DN10125_c0_g1_i13",2.33382258536189,-0.827986246013702,1.21208691040051,-0.683107984179213,0.494538610651284,0.998755079265108
"TRINITY_DN101269_c0_g1_i1",1.33851392368147,0.393486846835707,1.63745140069809,0.24030444303138,0.810094250875551,0.998755079265108
"TRINITY_DN1012_c0_g1_i1",2.1246757835898,-0.653070916941931,1.3514869609039,-0.483223986493474,0.628936705754368,0.998755079265108
"TRINITY_DN10130_c0_g1_i1",9.55784778743375,-0.392163775193783,0.620071005696954,-0.632449786541776,0.527093010130036,0.998755079265108
"TRINITY_DN10135_c0_g1_i2",9.48822510140759,0.278922915725682,0.644575929203231,0.432723133286194,0.66521592171455,0.998755079265108
"TRINITY_DN101398_c0_g1_i1",2.21699571921435,1.79501656345312,1.39705462439623,1.28485782309971,0.198841971836317,0.998755079265108
"TRINITY_DN10143_c0_g1_i2",5.76056427725782,-0.607565941256093,0.829307129831195,-0.732618736052303,0.4637910004451,0.998755079265108
"TRINITY_DN10143_c1_g1_i1",1.45535993250401,0.6944430800193,1.69214218486319,0.410392865464461,0.681517779064689,0.998755079265108
"TRINITY_DN10150_c0_g1_i3",1.61935248461743,-2.3742038422932,1.73171996011268,-1.37100911058317,0.170372115994966,0.998755079265108
"TRINITY_DN101526_c0_g1_i1",17.5590299099408,-0.44758812177742,0.498437279892461,-0.897982835220489,0.369194700563081,0.998755079265108
"TRINITY_DN10161_c0_g1_i7",15.225310493608,0.654582142746216,0.546285499767417,1.19824184062163,0.230822880969249,0.998755079265108
"TRINITY_DN101698_c0_g1_i1",1.05884109192658,1.4224755614024,2.13243464792005,0.667066427001578,0.504729703847909,0.998755079265108
"TRINITY_DN10180_c0_g1_i6",2.29888706325073,0.192955808052792,1.40200791359923,0.137628187531008,0.890534277085389,0.998755079265108
"TRINITY_DN101833_c0_g1_i1",1.26860835274143,0.603106303961046,1.68096746962008,0.358785232231387,0.719755761108451,0.998755079265108
"TRINITY_DN10188_c0_g1_i5",6.01115183990331,0.6307610852053,0.81113941051127,0.777623521963659,0.436790989995265,0.998755079265108
"TRINITY_DN1018_c0_g1_i1",3.04851187798909,-0.394437395761976,1.05961240920708,-0.372246863414084,0.709709057121723,0.998755079265108
"TRINITY_DN10190_c0_g1_i1",7.13099063467795,-0.378176102615377,0.778144895417489,-0.485997022974081,0.626969276676682,0.998755079265108
"TRINITY_DN10191_c0_g1_i2",25.208486773896,0.0738045643987732,0.412262718398454,0.179023135260659,0.857919535834257,0.998755079265108
"TRINITY_DN101954_c0_g1_i1",2.68480314452496,0.502615757275449,1.20289881076494,0.417837105480077,0.676066219617755,0.998755079265108
"TRINITY_DN10195_c0_g2_i1",1.92181648184136,-0.553995023693528,1.30972735441852,-0.422984998995829,0.672306205858281,0.998755079265108
"TRINITY_DN10197_c1_g1_i1",8.71798278565462,0.534261723324966,0.673658167242216,0.793075404269344,0.427733891872371,0.998755079265108
"TRINITY_DN10200_c0_g1_i10",1.00071722896645,2.27153865209644,2.15001669585153,1.05652140119627,0.29073006858163,0.998755079265108
"TRINITY_DN1020_c0_g1_i3",15.9051426826402,0.477206210500359,0.508848956156166,0.937815052437494,0.348339464161019,0.998755079265108
"TRINITY_DN10210_c0_g1_i2",3.08368736195511,-1.58347267287742,1.18632273124899,-1.33477394571232,0.18195034327761,0.998755079265108
"TRINITY_DN10216_c0_g1_i1",14.8829512670731,0.164820694138708,0.50738820398874,0.324841399234354,0.745301110136768,0.998755079265108
"TRINITY_DN102200_c0_g1_i1",1.31309403813192,-2.39125115321793,1.58772232619917,-1.50608901428144,0.132044324368596,0.998755079265108
"TRINITY_DN102218_c1_g1_i1",5.52459538808604,-0.620021983281396,0.818059873297519,-0.757917609113559,0.448500307814418,0.998755079265108
"TRINITY_DN102294_c0_g1_i4",1.36228023985826,1.78895149402615,1.77143602356412,1.00988772398723,0.312549084776684,0.998755079265108
"TRINITY_DN102300_c0_g1_i1",9.75351486258069,0.729452180068775,0.700946021360655,1.04066812256497,0.298029602761107,0.998755079265108
"TRINITY_DN102333_c0_g1_i1",1.20252732535831,-2.01467944770665,1.69685606670775,-1.18730131991427,0.235108787662278,0.998755079265108
"TRINITY_DN102344_c0_g1_i1",0.993314515410275,-0.291758456712105,1.94581344081005,-0.149941639107316,0.880810659792823,0.998755079265108
"TRINITY_DN102396_c1_g1_i2",4.22880569023743,-0.313842516383016,0.921240968619292,-0.340673642481822,0.733349283201408,0.998755079265108
"TRINITY_DN102396_c2_g1_i1",2.18370770022291,-0.0275098835509007,1.39469119391504,-0.0197247130195736,0.984262976474381,0.998755079265108
"TRINITY_DN102418_c0_g1_i2",1.65394269062294,-1.60294104266165,1.36663893912871,-1.17290748621841,0.240832907142735,0.998755079265108
"TRINITY_DN10242_c0_g1_i6",4.96271427488789,0.452351109609272,0.914760583269674,0.494502187657027,0.620951561739769,0.998755079265108
"TRINITY_DN102450_c0_g1_i1",1.21908645078753,1.07892929337301,1.85778216284555,0.580762004798463,0.561400865914545,0.998755079265108
"TRINITY_DN102468_c0_g1_i1",5.99723583001284,0.0498132002471066,0.771823876023109,0.0645395948409546,0.948540580688467,0.998755079265108
"TRINITY_DN102488_c0_g2_i1",1.1486852035328,-1.00919132138154,1.87765478317027,-0.537474369850672,0.590939984343814,0.998755079265108
"TRINITY_DN1024_c0_g1_i3",4.4834465123517,-0.363305729448532,0.896054060446763,-0.405450681477178,0.685146263494125,0.998755079265108
"TRINITY_DN102515_c0_g1_i1",9.75198542554628,-1.61810173905085,0.67429359933345,-2.39969909346666,0.0164085540376106,0.998755079265108
"TRINITY_DN102531_c0_g1_i1",4.71638642818597,-0.333066698931953,0.867713163948668,-0.383844238822285,0.70109389714463,0.998755079265108
"TRINITY_DN102577_c0_g1_i1",21.2745146513116,0.480302842710602,0.449571220319016,1.06835762834146,0.285359222446477,0.998755079265108
"TRINITY_DN102590_c0_g1_i1",1.15876557928572,0.439534533401407,1.79570327755119,0.24477013485257,0.806634419534505,0.998755079265108
"TRINITY_DN1025_c0_g1_i1",4.94354743688196,0.370724604104,0.922336968707671,0.40194052356314,0.687727798470521,0.998755079265108
"TRINITY_DN102643_c0_g1_i1",1.50665229911296,0.504987759467145,1.68882365423728,0.299017459993602,0.764926723541428,0.998755079265108
"TRINITY_DN102698_c0_g1_i2",1.07280754811974,1.55808483162015,2.10138025816701,0.741457823049712,0.458415895824667,0.998755079265108
"TRINITY_DN10275_c0_g1_i1",3.26060199212929,0.536752994914685,1.15451277781895,0.464917327228453,0.641990661574946,0.998755079265108
"TRINITY_DN1027_c0_g1_i6",2.10917900996433,0.404315231940638,1.36837255927023,0.29547160179554,0.767633642931264,0.998755079265108
"TRINITY_DN1027_c0_g2_i1",2.25346407461339,-0.319115895440245,1.22238310392807,-0.261060460026632,0.794045882917286,0.998755079265108
"TRINITY_DN102802_c0_g1_i1",1.63310774470801,0.267146466713738,1.6412715793413,0.162767984333802,0.870701116855007,0.998755079265108
"TRINITY_DN10280_c0_g1_i2",1.58157510294533,-0.965491950340533,1.4338331860835,-0.673364209805858,0.500715612183836,0.998755079265108
"TRINITY_DN10284_c0_g1_i1",1.20979799070677,-0.0312645384374558,1.92702246590153,-0.0162242729343735,0.987055471009561,0.998755079265108
"TRINITY_DN102880_c0_g1_i2",23.1622874066939,-0.610688663580686,0.420611983899092,-1.45190505015947,0.146528008153448,0.998755079265108
"TRINITY_DN10289_c0_g1_i1",54.2097241696121,0.306497935478528,0.302612032118301,1.01284120572809,0.311136015202925,0.998755079265108
"TRINITY_DN102990_c0_g1_i1",0.892566544021376,-0.421626168433375,1.92713984507785,-0.218783379685839,0.826818794331906,0.998755079265108
"TRINITY_DN103118_c0_g1_i1",3.630195807591,-0.177957305946307,1.02943206978732,-0.17286940165277,0.862754083459364,0.998755079265108
"TRINITY_DN103248_c0_g1_i2",5.1400153194111,-0.153114615013329,0.882078655866134,-0.173583856717383,0.862192519880076,0.998755079265108
"TRINITY_DN103268_c0_g1_i1",0.929531390985058,0.14688894641128,2.04948331318729,0.0716712087705867,0.94286356929267,0.998755079265108
"TRINITY_DN103269_c0_g1_i3",8.1614370634203,0.64378328407829,0.674382723770785,0.954626002989224,0.339766862503094,0.998755079265108
"TRINITY_DN10327_c0_g1_i6",16.3425279323465,0.220204816828414,0.487993944207063,0.451244978431491,0.651812995639118,0.998755079265108
"TRINITY_DN103305_c0_g1_i1",5.01472690175357,-0.156388486258402,0.878922299560983,-0.177932095176692,0.858776304712735,0.998755079265108
"TRINITY_DN10334_c0_g1_i5",1.32818076635807,5.67018538280592,2.19293777128963,2.58565722066586,0.00971935351002741,0.998755079265108
"TRINITY_DN10336_c0_g1_i6",8.12303884052941,0.272020368377199,0.75447290552212,0.360543587962184,0.71844066674839,0.998755079265108
"TRINITY_DN10337_c0_g1_i1",1.39240920809704,1.95708891151743,1.88676554690604,1.03727191474675,0.299609150867129,0.998755079265108
"TRINITY_DN103381_c0_g1_i1",5.75416893036482,-0.610524265480338,0.806941878124603,-0.756590136205652,0.449295452622627,0.998755079265108
"TRINITY_DN1033_c2_g2_i1",1.07091253940361,-1.65426502921496,1.82129097739241,-0.908292551684089,0.363723676678088,0.998755079265108
"TRINITY_DN10343_c0_g1_i1",17.4488393288305,-0.228412976882712,0.491024256922521,-0.465176564421244,0.641805020007253,0.998755079265108
"TRINITY_DN1034_c0_g1_i8",4.04412168507224,0.613772784701415,0.995787762143143,0.616369077864994,0.537650957049569,0.998755079265108
"TRINITY_DN10351_c0_g1_i2",57.226878311749,-0.333550076697653,0.311559519057723,-1.07058220434554,0.284357328591885,0.998755079265108
"TRINITY_DN10354_c0_g1_i1",1.00349695485229,-0.665179046577046,1.9046881836825,-0.349232515996921,0.72691475688623,0.998755079265108
"TRINITY_DN103558_c1_g1_i1",1.84854615715812,1.75333977072519,1.49758621246964,1.17077718539742,0.241688350573677,0.998755079265108
"TRINITY_DN103594_c0_g1_i1",2.71486580626404,-0.684195581377888,1.23767741336741,-0.552806065609912,0.580396214608139,0.998755079265108
"TRINITY_DN103784_c0_g1_i1",26.774755861185,-0.439625151604991,0.378068248700827,-1.16281955206684,0.24490272262331,0.998755079265108
"TRINITY_DN10381_c0_g1_i1",17.7170887275869,0.729521718546121,0.537013986126144,1.35847806089497,0.174312039478103,0.998755079265108
"TRINITY_DN10381_c0_g1_i5",4.53833729528692,0.724870122400366,0.937688968197049,0.773038978792848,0.439499312630025,0.998755079265108
"TRINITY_DN10392_c0_g1_i2",1.16682645096832,1.79877197489661,1.93997223975357,0.927215316815617,0.353814751802117,0.998755079265108
"TRINITY_DN10394_c0_g1_i1",1.06620590883554,-2.77389938534573,1.78794353414071,-1.55144686192725,0.120794632329433,0.998755079265108
"TRINITY_DN104011_c0_g1_i10",16.7254565740132,-0.285514923016188,0.510540991167847,-0.559239959093355,0.575997965489759,0.998755079265108
"TRINITY_DN10406_c0_g1_i1",1.35805075186818,-0.678948104522478,1.57615120147853,-0.430763307407044,0.666640481787213,0.998755079265108
"TRINITY_DN104094_c0_g1_i2",1.07855954042866,-3.97335629100618,1.80273440100557,-2.20407193027982,0.0275192858463875,0.998755079265108
"TRINITY_DN1040_c0_g1_i1",3.49059436948706,-0.47181927539935,1.02068075924114,-0.462259400040164,0.643895310875257,0.998755079265108
"TRINITY_DN10410_c0_g1_i1",6.02046078005031,0.0214479057725545,0.788941951355328,0.027185657621209,0.978311655039631,0.998755079265108
"TRINITY_DN10415_c0_g1_i1",9.66020602232283,0.498036363558675,0.637146084872639,0.781667462742439,0.434410028275248,0.998755079265108
"TRINITY_DN104169_c0_g1_i1",5.80583287118343,0.0989922762263865,0.808254013094886,0.122476690028838,0.902521505659328,0.998755079265108
"TRINITY_DN10416_c0_g1_i1",5.52476515742812,-0.260127422722536,0.830227764922976,-0.313320553362449,0.754037136390684,0.998755079265108
"TRINITY_DN10419_c0_g1_i1",20.1030391356658,0.102309089140439,0.472287258753932,0.216624707196989,0.828500829351248,0.998755079265108
"TRINITY_DN104202_c0_g1_i1",1.25142782859625,1.69140709174931,1.80481772236852,0.937162280038802,0.348675089228687,0.998755079265108
"TRINITY_DN104222_c0_g1_i2",17.6844610250596,-0.427733001571561,0.451631977183745,-0.94708307467241,0.343596448569173,0.998755079265108
"TRINITY_DN10423_c0_g1_i2",5.16713845763974,0.70618086358048,0.875150981318003,0.806924609187949,0.419709919645955,0.998755079265108
"TRINITY_DN10425_c0_g1_i10",4.69858141050389,-0.539945352025328,0.882071500774943,-0.612133315214197,0.540449557100521,0.998755079265108
"TRINITY_DN104300_c0_g1_i1",1.86594381629241,0.738867461663231,1.42590014318097,0.518176160649602,0.604335366090913,0.998755079265108
"TRINITY_DN10435_c0_g1_i1",1.22212448661446,0.13366153077622,1.79454376802457,0.0744821793470962,0.940626720597409,0.998755079265108
"TRINITY_DN104419_c0_g2_i1",1.95340524691725,0.296959030873424,1.37622461502964,0.215778026079723,0.829160777482058,0.998755079265108
"TRINITY_DN10441_c0_g1_i1",7.56353562519707,-0.92961790041421,0.668603527494761,-1.39038737037099,0.164411279514112,0.998755079265108
"TRINITY_DN104445_c0_g1_i5",5.20674643462376,-0.156199381410084,0.814134702719687,-0.191859382591464,0.847852354307872,0.998755079265108
"TRINITY_DN104466_c0_g1_i2",3.34044591888267,-1.43284892812308,1.19852701271246,-1.1955082471444,0.231888515987093,0.998755079265108
"TRINITY_DN104471_c0_g1_i2",2.85110601870947,0.227774882328481,1.12849100432598,0.201840228637468,0.840041630822168,0.998755079265108
"TRINITY_DN1044_c0_g1_i1",31.2209872798195,-0.289423622879495,0.406151816912848,-0.712599601497288,0.47609355842608,0.998755079265108
"TRINITY_DN10457_c0_g1_i2",8.79016100536534,-0.597410726129918,0.626820331586487,-0.953081283464221,0.340548888424582,0.998755079265108
"TRINITY_DN104580_c0_g1_i1",1.24393357381761,-0.614033012185436,1.60645015726742,-0.38222973144085,0.702290970577189,0.998755079265108
"TRINITY_DN10465_c0_g2_i2",8.08062142718171,-0.413385127327557,0.688613802662083,-0.600314901806308,0.548296389269813,0.998755079265108
"TRINITY_DN10467_c0_g1_i1",7.93270037318927,0.34835781570348,0.689879095001546,0.504954880105042,0.613590526917187,0.998755079265108
"TRINITY_DN1046_c1_g1_i1",2.70495439711807,0.223349994229221,1.22251333079199,0.182697389552822,0.855035464122863,0.998755079265108
"TRINITY_DN104709_c0_g1_i1",1.45976720734279,-3.18419814956728,1.5571293408313,-2.04491564449446,0.0408631752786273,0.998755079265108
"TRINITY_DN10471_c0_g1_i1",11.541964262355,-0.353084642236234,0.631306625412144,-0.559291836998741,0.575962565467131,0.998755079265108
"TRINITY_DN10476_c0_g1_i2",2.82855660083732,0.0998843939680369,1.180615460775,0.0846036641790791,0.932576485921648,0.998755079265108
"TRINITY_DN104793_c0_g1_i1",3.1844098633988,-0.971489734168011,1.06742485317079,-0.910124709277843,0.362756744824902,0.998755079265108
"TRINITY_DN104835_c0_g1_i1",0.937185601180489,3.65204817721503,2.30579655361494,1.58385533688542,0.113226643131591,0.998755079265108
"TRINITY_DN10488_c0_g1_i1",8.60853394968418,-0.486214609651927,0.698767284919687,-0.695817649373511,0.486543034790854,0.998755079265108
"TRINITY_DN104922_c0_g1_i1",7.69514271746677,-0.276343413170516,0.701248675995883,-0.394073347486988,0.693526887801741,0.998755079265108
"TRINITY_DN10492_c0_g1_i1",6.08612805987137,0.237648167588711,0.822351026337975,0.288986284417965,0.772591873434848,0.998755079265108
"TRINITY_DN10494_c0_g1_i1",2.53853189454263,1.69985096794161,1.32927918223744,1.27877649078986,0.2009757748246,0.998755079265108
"TRINITY_DN105026_c0_g1_i4",2.16817560897454,-2.3650122682211,1.24470783375434,-1.90005413646964,0.0574260155802426,0.998755079265108
"TRINITY_DN10502_c0_g1_i3",8.45172910647299,0.102395831051337,0.715806910903404,0.143049514459291,0.886251076388386,0.998755079265108
"TRINITY_DN10503_c0_g1_i1",2.9484679540145,0.902940746520315,1.21494387624748,0.74319543821989,0.457363364804635,0.998755079265108
"TRINITY_DN10506_c0_g1_i1",3.77096785379655,-1.43358898169268,0.94873213888705,-1.51105767680054,0.130773756573504,0.998755079265108
"TRINITY_DN105085_c0_g2_i1",1.11993889752929,-1.85109208231439,1.80833431812118,-1.02364483368188,0.306003060790944,0.998755079265108
"TRINITY_DN10508_c0_g1_i4",8.22058978673542,0.476333736125872,0.695495190010019,0.684884299658507,0.493416934107831,0.998755079265108
"TRINITY_DN10515_c0_g1_i2",6.27911839287127,-0.72824111051577,0.770149874731273,-0.94558362522603,0.344360999403659,0.998755079265108
"TRINITY_DN10525_c0_g1_i1",1.92607469832626,-0.178910973484926,1.62238258941912,-0.11027668482869,0.91218994728569,0.998755079265108
"TRINITY_DN10527_c0_g1_i1",7.42713519764061,-0.173020727827442,0.703396320690698,-0.245979006056707,0.805698484034124,0.998755079265108
"TRINITY_DN10528_c0_g1_i2",6.02181471680754,-0.0290164042267494,0.804067489890137,-0.036087025767842,0.971212967528023,0.998755079265108
"TRINITY_DN10532_c0_g1_i2",11.2295256794727,0.269610260055115,0.592792389725711,0.454813969828232,0.649243079141237,0.998755079265108
"TRINITY_DN10533_c0_g1_i1",1.60274648829212,-0.360696807086924,1.5244462117967,-0.23660841838546,0.812960588706511,0.998755079265108
"TRINITY_DN10535_c0_g1_i1",1.13366724323122,-0.60143743111334,1.8033526336274,-0.333510717703373,0.738748800550084,0.998755079265108
"TRINITY_DN10535_c0_g1_i4",3.96424259004872,1.64480758323136,1.07531592789524,1.52960403595138,0.126114769850633,0.998755079265108
"TRINITY_DN10536_c0_g1_i6",0.92580032817155,-0.49320046267823,1.93813989479208,-0.254471033800757,0.79913167937234,0.998755079265108
"TRINITY_DN105388_c0_g1_i1",1.56992621535372,-1.93497801427803,1.65873909271663,-1.16653548636693,0.243398009700442,0.998755079265108
"TRINITY_DN10538_c0_g2_i1",2.36309628742549,2.27009962169176,1.51363506357828,1.49976680397795,0.133674819079415,0.998755079265108
"TRINITY_DN10539_c0_g1_i12",2.67374748138621,0.625044305157622,1.25163112636474,0.499383797663305,0.617509031225956,0.998755079265108
"TRINITY_DN105414_c0_g1_i1",1.10565717473678,-0.879262680660361,1.78623635208617,-0.492243190344581,0.622547435230033,0.998755079265108
"TRINITY_DN105436_c0_g1_i1",0.942552328043626,-0.106988826550362,2.01365881515709,-0.0531315562224556,0.957627088724241,0.998755079265108
"TRINITY_DN10546_c0_g1_i5",3.5393548034899,0.291584945919397,1.0097990261284,0.288755423975148,0.77276854613064,0.998755079265108
"TRINITY_DN105472_c0_g1_i1",2.00920498999408,-0.533600276423541,1.38572887908289,-0.385068309160658,0.700186806659482,0.998755079265108
"TRINITY_DN1055_c0_g2_i2",2.24100607882341,-0.801013344948795,1.23579342727221,-0.648177379221773,0.516870230884834,0.998755079265108
"TRINITY_DN10561_c0_g1_i4",1.39063959822895,-1.59515331726487,1.62212225930814,-0.983374285206611,0.325423261470666,0.998755079265108
"TRINITY_DN10564_c0_g1_i1",34.1743029716301,0.021496739651868,0.396169419569923,0.0542614815530299,0.956726837586237,0.998755079265108
"TRINITY_DN105665_c0_g1_i4",6.38778466604815,-1.44495268846457,0.777470117244716,-1.85853148103666,0.0630935771161284,0.998755079265108
"TRINITY_DN10577_c2_g1_i1",2.19394007358832,0.313373986606994,1.33608132768233,0.234547089398066,0.814560280458009,0.998755079265108
"TRINITY_DN105954_c0_g1_i6",2.62371236546776,0.401875206317403,1.18429086401385,0.339338264381565,0.734354920059419,0.998755079265108
"TRINITY_DN105963_c0_g1_i1",1.80232331125781,-0.904964939177183,1.51429029928369,-0.597616546579782,0.550095820974554,0.998755079265108
"TRINITY_DN106008_c0_g1_i1",2.88035694354758,-1.66289652933005,1.09411219212958,-1.519859244136,0.128546355491411,0.998755079265108
"TRINITY_DN106063_c0_g1_i1",1.52583472307235,0.150431995574004,1.5588690273686,0.0965007277281895,0.923122895981491,0.998755079265108
"TRINITY_DN10608_c0_g1_i3",2.26273218709678,0.733460658277949,1.32041243482374,0.555478454257254,0.578567443316547,0.998755079265108
"TRINITY_DN1060_c1_g1_i1",6.17341387671204,0.145568257483383,0.760688334885516,0.191363861922887,0.848240530832319,0.998755079265108
